7.10804e-13	-6.21931e-13	-4985.7	-237.775	4985.7	237.775	237.775	-4985.7	-237.775	4985.7	
7.35293e-13	-6.42629e-13	-4985.45	-239.769	4985.45	239.769	239.769	-4985.45	-239.769	4985.45	
7.60416e-13	-6.63833e-13	-4985.21	-241.763	4985.21	241.763	241.763	-4985.21	-241.763	4985.21	
7.86184e-13	-6.8555e-13	-4984.97	-243.757	4984.97	243.757	243.757	-4984.97	-243.757	4984.97	
8.12608e-13	-7.07789e-13	-4984.72	-245.751	4984.72	245.751	245.751	-4984.72	-245.751	4984.72	
8.397e-13	-7.30558e-13	-4984.47	-247.745	4984.47	247.745	247.745	-4984.47	-247.745	4984.47	
8.67471e-13	-7.53864e-13	-4984.22	-249.739	4984.22	249.739	249.739	-4984.22	-249.739	4984.22	
8.95934e-13	-7.77715e-13	-4983.97	-251.733	4983.97	251.733	251.733	-4983.97	-251.733	4983.97	
9.25098e-13	-8.02121e-13	-4983.71	-253.726	4983.71	253.726	253.726	-4983.71	-253.726	4983.71	
9.54977e-13	-8.27088e-13	-4983.46	-255.72	4983.46	255.72	255.72	-4983.46	-255.72	4983.46	
9.85581e-13	-8.52626e-13	-4983.2	-257.713	4983.2	257.713	257.713	-4983.2	-257.713	4983.2	
1.01692e-12	-8.78741e-13	-4982.94	-259.706	4982.94	259.706	259.706	-4982.94	-259.706	4982.94	
1.04902e-12	-9.05444e-13	-4982.68	-261.699	4982.68	261.699	261.699	-4982.68	-261.699	4982.68	
1.08187e-12	-9.32742e-13	-4982.41	-263.692	4982.41	263.692	263.692	-4982.41	-263.692	4982.41	
1.1155e-12	-9.60644e-13	-4982.15	-265.685	4982.15	265.685	265.685	-4982.15	-265.685	4982.15	
1.14992e-12	-9.89158e-13	-4981.88	-267.678	4981.88	267.678	267.678	-4981.88	-267.678	4981.88	
1.18513e-12	-1.01829e-12	-4981.61	-269.671	4981.61	269.671	269.671	-4981.61	-269.671	4981.61	
1.22116e-12	-1.04806e-12	-4981.33	-271.664	4981.33	271.664	271.664	-4981.33	-271.664	4981.33	
1.25802e-12	-1.07846e-12	-4981.06	-273.656	4981.06	273.656	273.656	-4981.06	-273.656	4981.06	
1.29571e-12	-1.10951e-12	-4980.78	-275.649	4980.78	275.649	275.649	-4980.78	-275.649	4980.78	
1.33425e-12	-1.14121e-12	-4980.5	-277.641	4980.5	277.641	277.641	-4980.5	-277.641	4980.5	
1.37366e-12	-1.17358e-12	-4980.22	-279.633	4980.22	279.633	279.633	-4980.22	-279.633	4980.22	
1.41394e-12	-1.20662e-12	-4979.94	-281.625	4979.94	281.625	281.625	-4979.94	-281.625	4979.94	
1.45511e-12	-1.24034e-12	-4979.66	-283.617	4979.66	283.617	283.617	-4979.66	-283.617	4979.66	
1.49719e-12	-1.27475e-12	-4979.37	-285.609	4979.37	285.609	285.609	-4979.37	-285.609	4979.37	
1.54018e-12	-1.30987e-12	-4979.08	-287.601	4979.08	287.601	287.601	-4979.08	-287.601	4979.08	
1.58411e-12	-1.34569e-12	-4978.79	-289.592	4978.79	289.592	289.592	-4978.79	-289.592	4978.79	
1.62898e-12	-1.38223e-12	-4978.5	-291.584	4978.5	291.584	291.584	-4978.5	-291.584	4978.5	
1.67481e-12	-1.4195e-12	-4978.2	-293.575	4978.2	293.575	293.575	-4978.2	-293.575	4978.2	
1.72161e-12	-1.4575e-12	-4977.91	-295.566	4977.91	295.566	295.566	-4977.91	-295.566	4977.91	
1.76939e-12	-1.49625e-12	-4977.61	-297.557	4977.61	297.557	297.557	-4977.61	-297.557	4977.61	
1.81818e-12	-1.53575e-12	-4977.31	-299.549	4977.31	299.548	299.548	-4977.31	-299.548	4977.31	
1.86799e-12	-1.57601e-12	-4977	-301.539	4977	301.539	301.539	-4977	-301.539	4977	
1.91882e-12	-1.61705e-12	-4976.7	-303.53	4976.7	303.53	303.53	-4976.7	-303.53	4976.7	
1.97069e-12	-1.65888e-12	-4976.39	-305.521	4976.39	305.521	305.521	-4976.39	-305.521	4976.39	
2.02363e-12	-1.70149e-12	-4976.08	-307.511	4976.08	307.511	307.511	-4976.08	-307.511	4976.08	
2.07764e-12	-1.74491e-12	-4975.77	-309.502	4975.77	309.502	309.502	-4975.77	-309.502	4975.77	
2.13273e-12	-1.78913e-12	-4975.46	-311.492	4975.46	311.492	311.492	-4975.46	-311.492	4975.46	
2.18893e-12	-1.83418e-12	-4975.14	-313.482	4975.14	313.482	313.482	-4975.14	-313.482	4975.14	
2.24625e-12	-1.88006e-12	-4974.83	-315.472	4974.83	315.472	315.472	-4974.83	-315.472	4974.83	
2.3047e-12	-1.92677e-12	-4974.51	-317.462	4974.51	317.462	317.462	-4974.51	-317.462	4974.51	
2.3643e-12	-1.97434e-12	-4974.19	-319.452	4974.19	319.452	319.452	-4974.19	-319.452	4974.19	
2.42507e-12	-2.02277e-12	-4973.86	-321.442	4973.86	321.442	321.442	-4973.86	-321.442	4973.86	
2.48702e-12	-2.07206e-12	-4973.54	-323.431	4973.54	323.431	323.431	-4973.54	-323.431	4973.54	
2.55016e-12	-2.12224e-12	-4973.21	-325.42	4973.21	325.42	325.42	-4973.21	-325.42	4973.21	
2.61451e-12	-2.1733e-12	-4972.88	-327.41	4972.88	327.41	327.41	-4972.88	-327.41	4972.88	
2.68009e-12	-2.22526e-12	-4972.55	-329.399	4972.55	329.399	329.399	-4972.55	-329.399	4972.55	
2.74691e-12	-2.27813e-12	-4972.22	-331.388	4972.22	331.388	331.388	-4972.22	-331.388	4972.22	
2.81499e-12	-2.33192e-12	-4971.88	-333.377	4971.88	333.377	333.377	-4971.88	-333.377	4971.88	
2.88435e-12	-2.38663e-12	-4971.55	-335.365	4971.55	335.365	335.365	-4971.55	-335.365	4971.55	
2.955e-12	-2.44229e-12	-4971.21	-337.354	4971.21	337.354	337.354	-4971.21	-337.354	4971.21	
3.02696e-12	-2.49889e-12	-4970.87	-339.342	4970.87	339.342	339.342	-4970.87	-339.342	4970.87	
3.10024e-12	-2.55645e-12	-4970.52	-341.331	4970.52	341.331	341.331	-4970.52	-341.331	4970.52	
3.17487e-12	-2.61499e-12	-4970.18	-343.319	4970.18	343.319	343.319	-4970.18	-343.319	4970.18	
3.25085e-12	-2.6745e-12	-4969.83	-345.307	4969.83	345.307	345.307	-4969.83	-345.307	4969.83	
3.32821e-12	-2.735e-12	-4969.48	-347.295	4969.48	347.295	347.295	-4969.48	-347.295	4969.48	
3.40697e-12	-2.7965e-12	-4969.13	-349.283	4969.13	349.283	349.282	-4969.13	-349.282	4969.13	
3.48713e-12	-2.85901e-12	-4968.78	-351.27	4968.78	351.27	351.27	-4968.78	-351.27	4968.78	
3.56872e-12	-2.92254e-12	-4968.42	-353.258	4968.42	353.258	353.258	-4968.42	-353.258	4968.42	
3.65176e-12	-2.9871e-12	-4968.07	-355.245	4968.07	355.245	355.245	-4968.07	-355.245	4968.07	
3.73626e-12	-3.05271e-12	-4967.71	-357.232	4967.71	357.232	357.232	-4967.71	-357.232	4967.71	
3.82224e-12	-3.11936e-12	-4967.35	-359.219	4967.35	359.219	359.219	-4967.35	-359.219	4967.35	
3.90971e-12	-3.18708e-12	-4966.98	-361.206	4966.98	361.206	361.206	-4966.98	-361.206	4966.98	
3.99871e-12	-3.25587e-12	-4966.62	-363.193	4966.62	363.193	363.193	-4966.62	-363.193	4966.62	
4.08923e-12	-3.32575e-12	-4966.25	-365.179	4966.25	365.179	365.179	-4966.25	-365.179	4966.25	
4.18131e-12	-3.39672e-12	-4965.88	-367.166	4965.88	367.166	367.166	-4965.88	-367.166	4965.88	
4.27496e-12	-3.46879e-12	-4965.51	-369.152	4965.51	369.152	369.152	-4965.51	-369.152	4965.51	
4.3702e-12	-3.54199e-12	-4965.14	-371.138	4965.14	371.138	371.138	-4965.14	-371.138	4965.14	
4.46704e-12	-3.6163e-12	-4964.76	-373.124	4964.76	373.124	373.124	-4964.76	-373.124	4964.76	
4.56552e-12	-3.69176e-12	-4964.39	-375.11	4964.39	375.11	375.11	-4964.39	-375.11	4964.39	
4.66563e-12	-3.76836e-12	-4964.01	-377.096	4964.01	377.096	377.096	-4964.01	-377.096	4964.01	
4.76741e-12	-3.84612e-12	-4963.63	-379.081	4963.63	379.081	379.081	-4963.63	-379.081	4963.63	
4.87088e-12	-3.92506e-12	-4963.24	-381.067	4963.24	381.067	381.067	-4963.24	-381.067	4963.24	
4.97604e-12	-4.00517e-12	-4962.86	-383.052	4962.86	383.052	383.052	-4962.86	-383.052	4962.86	
5.08293e-12	-4.08648e-12	-4962.47	-385.037	4962.47	385.037	385.037	-4962.47	-385.037	4962.47	
